"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.559548800E-1,9.775525093E0,-7.948749661E-1,1.031900883E0
4.579548800E-1,9.792284966E0,-8.140285611E-1,1.063025594E0
4.599550730E-1,9.801861763E0,-8.236053586E-1,1.074996591E0
4.620246110E-1,9.823410034E0,-8.427590132E-1,1.074996591E0
4.640596500E-1,9.835380554E0,-8.427590132E-1,1.053448796E0
4.660611110E-1,9.840168953E0,-8.523358107E-1,1.041477680E0
4.680615340E-1,9.844957352E0,-8.738836050E-1,1.017535686E0
4.701308030E-1,9.856928825E0,-8.954314590E-1,9.888052940E-1
4.721664960E-1,9.873687744E0,-9.050082564E-1,9.792284966E-1
4.742356110E-1,9.873687744E0,-9.097966552E-1,9.409212470E-1
4.762711110E-1,9.895236015E0,-9.121908545E-1,8.930372596E-1
4.782752270E-1,9.897629738E0,-9.169792533E-1,8.786720037E-1
4.802758420E-1,9.895236015E0,-9.265560508E-1,8.475474119E-1
4.823454190E-1,9.897629738E0,-9.050082564E-1,8.068459630E-1
4.843803800E-1,9.888052940E0,-8.978256583E-1,7.900865674E-1
4.863806110E-1,9.883264542E0,-9.050082564E-1,7.398083210E-1
4.883808800E-1,9.871294022E0,-8.738836050E-1,7.062895298E-1
4.904499960E-1,9.876082420E0,-8.690952063E-1,6.871358752E-1
4.924854960E-1,9.854534149E0,-8.523358107E-1,6.703764796E-1
4.945550340E-1,9.842563629E0,-8.403648138E-1,6.512228847E-1
4.965900730E-1,9.830592155E0,-8.188169599E-1,6.416460276E-1
4.986241500E-1,9.813833237E0,-8.092401624E-1,6.368576288E-1
5.006245730E-1,9.785101891E0,-7.852981687E-1,6.272808313E-1
5.026949190E-1,9.768342972E0,-7.374141216E-1,6.440402865E-1
5.047312260E-1,9.756371498E0,-7.086837292E-1,6.464344859E-1
5.067328800E-1,9.739612579E0,-6.727706790E-1,6.560112834E-1
5.087335340E-1,9.718064308E0,-6.296750307E-1,6.823474765E-1
5.108033800E-1,9.698910713E0,-5.961562395E-1,6.967126727E-1
5.128386110E-1,9.686940193E0,-5.458779931E-1,7.254431248E-1
5.149088030E-1,9.682151794E0,-5.027823448E-1,7.613561153E-1
5.169443800E-1,9.679757118E0,-4.812345505E-1,7.829039693E-1
5.189500340E-1,9.665391922E0,-4.716577232E-1,8.236053586E-1
5.209503800E-1,9.677363396E0,-4.309563041E-1,8.547300100E-1
5.230203800E-1,9.679757118E0,-4.046200812E-1,8.786720037E-1
5.250555720E-1,9.677363396E0,-3.806780577E-1,9.217676520E-1
5.270562650E-1,9.689333916E0,-3.447650373E-1,9.624691010E-1
5.290571110E-1,9.701305389E0,-3.208230138E-1,9.816226959E-1
5.311269190E-1,9.713275909E0,-2.801215947E-1,1.000776291E0
5.331624960E-1,9.727641106E0,-2.513911724E-1,1.029506683E0
5.352323420E-1,9.739612579E0,-2.442085743E-1,1.046266198E0
5.372680340E-1,9.761159897E0,-2.226607651E-1,1.065419793E0
5.392688030E-1,9.756371498E0,-2.035071403E-1,1.074996591E0
5.412689190E-1,9.765948296E0,-1.891419291E-1,1.079784989E0
5.433378030E-1,9.775525093E0,-1.843535304E-1,1.077390790E0
5.453727260E-1,9.797073364E0,-1.747767180E-1,1.091755986E0
5.473739950E-1,9.813833237E0,-1.843535304E-1,1.082179189E0
5.493738030E-1,9.854534149E0,-1.771709323E-1,1.067813993E0
5.514429190E-1,9.878476143E0,-1.819593310E-1,1.063025594E0
5.534781490E-1,9.890447617E0,-1.795651317E-1,1.063025594E0
5.555475340E-1,9.904812813E0,-1.699883193E-1,1.053448796E0
